,stock,material,descripcion,tipoMaterial,umb,mat,sm,grupo,jerarquia,numerofab,fabricante,extension,creado,modificado
26625,71000794727,91000032488,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R090/200-1000,ASHCROFT,,2016-04-27,
26626,71000794727,91000032489,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TBI130262140/9003/229/66,BOURDON,,2016-04-27,
26627,71000794727,91000032490,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A0944FY,WEKSLER,,2016-04-27,
26628,71000794776,91000032491,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60E120 0-300,ASHCROFT,,2016-04-27,
26629,71000794784,91000032492,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R120/50-400,ASHCROFT,,2016-04-27,
26630,71000794792,91000032493,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R120-50/550,ASHCROFT,,2016-04-27,
26631,71000794792,91000032494,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1244FT,WEKSLER,,2016-04-27,
26632,71000794818,91000032495,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,RG1550R1912,ROCHEST,,2016-04-27,
26633,71000794818,91000032496,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1244FX,WEKSLER,,2016-04-27,
26634,71000794826,91000032497,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R120(100/800),ASHCROFT,,2016-04-27,
26635,71000794834,91000032498,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R120/200-1000,ASHCROFT,,2016-04-27,
26636,71000794834,91000032499,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1244FY,WEKSLER,,2016-04-27,
26637,71000794842,91000032500,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R150/-80/120,ASHCROFT,,2016-04-27,
26638,71000794842,91000032501,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1544FC,WEKSLER,,2016-04-27,
26639,71000794867,91000032502,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R150/50-400,ASHCROFT,,2016-04-27,
26640,71000794867,91000032503,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1544FS,WEKSLER,,2016-04-27,
26641,71000794925,91000032505,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1844PM,WEKSLER,,2016-04-27,
26642,71000794958,91000032506,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R180(200/1000),ASHCROFT,,2016-04-27,
26643,71000794958,91000032507,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A1844FY,WEKSLER,,2016-04-27,
26644,71000794982,91000032508,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R240/0-250,ASHCROFT,,2016-04-27,
26645,71000794982,91000032509,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A2444FL,WEKSLER,,2016-04-27,
26646,71000794990,91000032510,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R240/50-400,ASHCROFT,,2016-04-27,
26647,71000794990,91000032511,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A2444FS,WEKSLER,,2016-04-27,
26648,71000795005,91000032512,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60R240(50/550),ASHCROFT,,2016-04-27,
26649,71000795013,91000032513,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5T1C404600000,MOELLER,,2016-04-27,
26650,71000795013,91000032514,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,5A2444FX,WEKSLER,,2016-04-27,
26651,71000795112,91000032515,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,06TB899E43M6/0-200F,NUOVA-FI,,2016-04-27,
26652,71000795112,91000032516,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TB100896/0-200F-330,NUOVA-FI,,2016-04-27,
26653,71000795195,91000032519,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,06TB899E43M6/50-550F,NUOVA-FI,,2016-04-27,
26654,71000795195,91000032520,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TB100896-50/550-380,NUOVA-FI,,2016-04-27,
26655,71000795211,91000032521,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TB100896/0-200-530,NUOVA-FI,,2016-04-27,
26656,71000795237,91000032522,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TB100896/0-200-585,NUOVA-FI,,2016-04-27,
26657,71000795278,91000032523,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI060E060(50/300),ASHCROFT,,2016-04-27,
26658,71000795286,91000032524,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60E120/50-400,ASHCROFT,,2016-04-27,
26659,71000795286,91000032525,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,AF1244FS,WEKSLER,,2016-04-27,
26660,71000795302,91000032526,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50EI60E060/200-700,ASHCROFT,,2016-04-27,
26661,71000795344,91000032527,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,AG1550R1009,ROCHEST,,2016-04-27,
26662,71000795385,91000032529,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,AF0944DX,WEKSLER,,2016-04-27,
26663,71000795385,91000252934,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,50 EI 60E 090 100/800ÃÂ°F,ASHCROFT,,2016-04-27,
26664,71000795500,91000032530,"THERMOMETER, SELF-INDICATING, BIMETALLIC",HERS,ST,,,411122,,TB100896/-100/250/330,NUOVA-FI,,2016-04-27,
26665,71000795575,91000032533,"THERMOMETER,SELF-INDICATING,LIQUID GLASS",HERS,ST,,,411122,,39232K154,MITSUI,,2016-04-27,
26666,71000795666,91000032534,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,8784-J-2-4-2-4-1-00-0,THERMOE,,2016-04-27,
26667,71000795724,91000032535,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"K14G-310-0-30""-1""-0A",THERMOE,,2016-04-27,
26668,71000795732,91000032536,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"K14G-310-24"" OA",THERMOE,,2016-04-27,
26669,71000795740,91000032537,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,K516DG-310-23-OA,THERMOE,,2016-04-27,
26670,71000795757,91000032538,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,K516DG-310-48-0A,THERMOE,,2016-04-27,
26671,71000795765,91000032539,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,T14G-316-24-OA,THERMOE,,2016-04-27,
26672,71000795864,91000032541,THERMOWELL,HERS,ST,,,41112216,,1183,BURLING,,2016-04-27,
26673,71000795872,91000032542,THERMOWELL,HERS,ST,,,41112216,,1182,BURLING,,2016-04-27,
26674,71000795880,91000032543,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"B245-25.5-18""",BURLING,,2016-04-27,
26675,71000795898,91000032544,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,J18G304062.5121A-SP,THERMOE,,2016-04-27,
26676,71000795906,91000032545,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,J18G304073.5121A-SP,THERMOE,,2016-04-27,
26677,71000795914,91000032546,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,J18G304084.5121A-SP,THERMOE,,2016-04-27,
26678,71000795922,91000032547,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,9680-0000-12,THOMASSE,,2016-04-27,
26679,71000795955,91000032548,RELAY,HERS,ST,,,391223,,8001001,ELCON,,2016-04-27,2022-11-01
26680,71000796037,91000032549,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,SA-1425 T 0 150/50-250,ELCON,,2016-04-27,
26681,71000796045,91000032550,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,SA-1425 T 0 150/50-250,ELCON,,2016-04-27,
26682,71000796052,91000032551,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,5A-1425 T 0/250,ELCON,,2016-04-27,
26683,71000796060,91000032552,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,5A-1425 T -50 +100,ELCON,,2016-04-27,
26684,71000796078,91000032553,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,5A-1425 T 50/250,ELCON,,2016-04-27,
26685,71000796086,91000032554,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,5A-1425 T 50 250/150-450,ELCON,,2016-04-27,
26686,71000796102,91000032555,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,SA-1425 T 50-350/-50+50,ELCON,,2016-04-27,
26687,71000796110,91000032556,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,SA-1425 T -100 +50,ELCON,,2016-04-27,
26688,71000796128,91000032557,TERMINAL BLOCK,HERS,ST,,,411165,,TB-27135-2,THERMOE,,2016-04-27,
26689,71000796136,91000032558,TERMINAL BLOCK,HERS,ST,,,411165,,TYPE D-T-K,THERMOE,,2016-04-27,
26690,71000796144,91000032559,TERMINAL BLOCK,HERS,ST,,,411165,,304,TKF,,2016-04-27,
26691,71000796169,91000032560,"HEADSET, ELECTRICAL",HERS,ST,,,221017,,352240,BECKMAN,,2016-04-27,
26692,71000796169,91000032561,"HEADSET, ELECTRICAL",HERS,ST,,,221017,,9L7D3,HONEYWEL,,2016-04-27,
26693,71000796201,91000032562,"HEADSET, ELECTRICAL",HERS,ST,,,221017,,TH-2706A,GORDON,,2016-04-27,
26694,71000796219,91000032563,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG-B6-16-54B100,GORDON,,2016-04-27,
26695,71000796219,91000032564,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG-B6-16-54B100,PRESSURE,,2016-04-27,
26696,71000796227,91000032565,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-3-54-55,ELCON,,2016-04-27,
26697,71000796227,91000032566,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100/TI-3(54-55),GORDON,,2016-04-27,
26698,71000796227,91000032567,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100/TI-3(54-55),PRESSURE,,2016-04-27,
26699,71000796235,91000032568,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-3-39,ELCON,,2016-04-27,
26700,71000796235,91000032569,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100 TI-3(9-12-19),GORDON,,2016-04-27,
26701,71000796235,91000032570,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100 TI-3(9-12-19),PRESSURE,,2016-04-27,
26702,71000796250,91000032574,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-3-25-27-40,ELCON,,2016-04-27,
26703,71000796250,91000032575,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100 TI-3(25-27),GORDON,,2016-04-27,
26704,71000796250,91000032576,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG A6-15-54B100 TI-3(25-27),PRESSURE,,2016-04-27,
26705,71000796268,91000032577,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AC14JGP-14R5-4,ELCON,,2016-04-27,
26706,71000796268,91000032578,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AC14JGP-14R5-4,TCP,,2016-04-27,
26707,71000796276,91000032579,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AC14JGP-14R5-6,ELCON,,2016-04-27,
26708,71000796276,91000032580,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AC14JGP-14R5-6,TCP,,2016-04-27,
26709,71000796284,91000032581,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AD14JGP-14R2-6,ELCON,,2016-04-27,
26710,71000796284,91000032582,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,AD14JGP-14R2-6,TCP,,2016-04-27,
26711,71000796300,91000032585,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"DWG C-4122 X 4.875""",GORDON,,2016-04-27,
26712,71000796300,91000032586,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"DWG C-4122 X 4.875""",TCP,,2016-04-27,
26713,71000796318,91000032587,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"DWG C-4122 X 5.4375""",GORDON,,2016-04-27,
26714,71000796318,91000032588,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"DWG C-4122 X 5.4375""",TCP,,2016-04-27,
26715,71000796326,91000032589,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,RT069757,NUOVO-PI,,2016-04-27,
26716,71000796334,91000032590,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,1820-K-24IN,ELCON,,2016-04-27,
26717,71000796342,91000032591,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,1820R-K-72-6.625-90-G-446-AL00,TCP,,2016-04-27,
26718,71000796342,91500089116,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TR1820-6-D12-446- CBEXP-6.625-RFTERM,TERMOS.A,,2021-06-23,2021-06-23
26719,71000796359,91000032592,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"1820R-K-8FT-6.625""-90O",TCP,,2016-04-27,
26720,71000796367,91000032593,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,1820R-K-144-6.625-90-G446-AL00,TCP,,2016-04-27,
26721,71000796375,91000032594,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,1820R-K-192-6.625-90-G-446AL00,TCP,,2016-04-27,
26722,71000796383,91000032595,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"1820R-K-20FT-6.625""-90O",TCP,,2016-04-27,
26723,71000796383,91500089110,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TR1820-20-D12-446-CBEXP-6.625-RF-TERM,TERMOS.A,,2021-06-23,
26724,71000796391,91000032596,THERMOWELL,HERS,ST,,,41112216,,A-3273,CIB-DWG,,2016-04-27,
26725,71000796441,91000032598,FLANGE,HERS,ST,,,401731,,DWG. E5-121-DEC-151,DOW-CHEM,,2016-04-27,2022-11-01
26726,71000796458,91000032599,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG B5-105-DEC151 ITEM.10,DOW-CHEM,,2016-04-27,
26727,71000796466,91000032600,THERMOWELL,HERS,ST,,,41112216,,DWG B5-105-DEC151 ITEM.17,DOW-CHEM,,2016-04-27,
26728,71000796474,91000032601,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,"B5-105-DEC151 ITEM.18,19,21/26",DOW-CHEM,,2016-04-27,
26729,71000796482,91000032602,THERMOWELL,HERS,ST,,,41112216,,DWG B5-105-DEC151 ITEM.20,DOW-CHEM,,2016-04-27,
26730,71000796490,91000032603,"STUD, DOUBLE END",HERS,ST,,,311616,,DWG E5-123-DEC151,DOW-CHEM,,2016-04-27,2022-11-04
26731,71000796490,91000032604,"STUD, DOUBLE END",HERS,ST,,,311616,,DWG.E5-123-DEC-151,THERMOWE,,2016-04-27,2022-11-04
26732,71000796532,91000032608,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,B5-507-54B100/ITEM 10-17,GCB-DWG,,2016-04-27,
26733,71000796532,91000032609,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-2201-28,THERMOWE,,2016-04-27,
26734,71000796540,91000032610,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-2201-30,THERMOWE,,2016-04-27,
26735,71000796557,91000032611,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,B5-507-54B100/ITEM 20,GCB-DWG,,2016-04-27,
26736,71000796557,91000032612,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,TI-2201-32,THERMOE,,2016-04-27,
26737,71000796565,91000032613,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,BX-7860-107,THERMOWE,,2016-04-27,
26738,71000796573,91000032614,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,B-7860-108,THERMOWE,,2016-04-27,
26739,71000796581,91000032615,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,B-7860-101,THERMOWE,,2016-04-27,
26740,71000796599,91000032616,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,A-16244-D,THERMOWE,,2016-04-27,
26741,71000796615,91000032617,"CAP, ELECTRICAL",HERS,ST,,,261017,,DWG.5654/5/6,THERMOWE,,2016-04-27,
26742,71000796623,91000032618,"CAP, ELECTRICAL",HERS,ST,,,261017,,S-654A-5,THERMOWE,,2016-04-27,
26743,71000796656,91000032619,"LEAD, ELECTRICAL",HERS,ST,,,261017,,S-654A-4,THERMOWE,,2016-04-27,
26744,71000796714,91000032620,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG 5654/5/6,THERMOWE,,2016-04-27,
26745,71000796714,91000032621,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,S-656A-2,THERMOWE,,2016-04-27,
26746,71000796722,91000032622,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,S-656A-3,THERMOWE,,2016-04-27,
26747,71000796789,91000032624,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,DWG.4410/A,CONSOLID,,2016-04-27,
26748,71000796789,91000032625,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,GTC-004,THERMOWE,,2016-04-27,
26749,71000796995,91000032626,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3080-S-434-36-00-208-999,LEEDS,,2016-04-27,
26750,71000797035,91000032629,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,065676,LEEDS,,2016-04-27,
26751,71000797043,91000032630,"THERMOCOUPLE, INMERSION",HERS,ST,,,41112206,,042113,LEEDS,,2016-04-27,
26752,71000797050,91000032631,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3070-3K1-18-2-3245-618,LEEDS,,2016-04-27,
26753,71000797068,91000032632,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3070-3K1-18-0-206,LEEDS,,2016-04-27,
26754,71000797076,91000032633,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3245-6-18-5-14-1-206,LEEDS,,2016-04-27,
26755,71000797084,91000032634,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3070-3-K16-2-3245-6-16,LEEDS,,2016-04-27,
26756,71000797092,91000032635,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3070-3-5154-2-3245-654,LEEDS,,2016-04-27,
26757,71000797100,91000032636,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,3070-2-K-0-21-2-206,LEEDS,,2016-04-27,
26758,71000797134,91000032638,THERMOWELL,HERS,ST,,,41112216,,3080-0-400-36,LEEDS,,2016-04-27,
26759,71000797183,91000032639,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-616,CIB-DWG,,2016-04-27,
26760,71000797225,91000032640,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-739,CIB-DWG,,2016-04-27,
26761,71000797241,91000032642,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-738,CIB-DWG,,2016-04-27,
26762,71000797324,91000032645,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-825,CIB-DWG,,2016-04-27,
26763,71000797597,91000032654,THERMOWELL,HERS,ST,,,41112216,,75W 0450 RT 260 S,ASHCROFT,,2016-04-27,
26764,71000797605,91000032655,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-838,CIB-DWG,,2016-04-27,
26765,71000797670,91000032658,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-803,CIB-DWG,,2016-04-27,
26766,71000797688,91000032659,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-829,CIB-DWG,,2016-04-27,
26767,71000797720,91000032661,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-827,CIB-DWG,,2016-04-27,
26768,71000797761,91000032663,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-800,CIB-DWG,,2016-04-27,
26769,71000797852,91000032671,THERMOWELL,HERS,ST,,,41112216,,BMI-MISC-836,CIB-DWG,,2016-04-27,
26770,71000797910,91000032674,"HEADSET, ELECTRICAL",HERS,ST,,,221017,,T6.P65*3/4,TECNOMAT,,2016-04-27,
26771,71000797928,91000032675,"HEADSET, ELECTRICAL",HERS,ST,,,221017,,T6.P65*1/2,TECNOMAT,,2016-04-27,
26772,71000798009,91000032677,"UNION, TUBE",HERS,ST,,,261216,,4-S482B-F-2N,THERMOWE,,2016-04-27,
26773,71000798025,91000032678,THERMOWELL,HERS,ST,,,41112216,,TPZO-112300-XX-U10-TER,TERMOCUP,,2016-04-27,
26774,71000798165,91000032679,"CONTROL, TEMPERATURE, INDICATING",HERS,ST,,,261017,,4001KF 0/1500,HONEYWEL,,2016-04-27,
26775,71000798165,91000032680,"CONTROL, TEMPERATURE, INDICATING",HERS,ST,,,261017,,4001KF,OMEGA,,2016-04-27,
26776,71000798199,91000032682,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,KSS18 GZ1 V2 PG4187 AT600,AUXITROL,,2016-04-27,
26777,71000798199,91000032683,THERMOCOUPLE ASSEMBLY,HERS,ST,,,41112206,,KSS18 GZ1 V2 PG4187 AT600,BROWN-FI,,2016-04-27,
26778,71000798421,91000032684,"DIFFUSER, AIR SUPPLY",HERS,ST,,,401425,,/23,TKF,,2016-04-27,
26779,71000798447,91000032685,PHOTOELECTRIC CELL,HERS,ST,,,261116,,057H2024,DANFOSS,,2016-04-27,
26780,71000798447,91000032686,PHOTOELECTRIC CELL,HERS,ST,,,261116,,057H7081,DANFOSS,,2016-04-27,
26781,71000798629,91000032692,"SWITCH, SENSITIVE",HERS,ST,,,201117,,BZE6-2RN,HONEYWEL,,2016-04-27,
26782,71000798660,91000032693,RHEOSTAT,HERS,ST,,,39122315,,S443A1007,DISTRAL,,2016-04-27,
26783,71000798728,91000032694,"SWITCH, THERMOSTATIC",HERS,ST,,,39122229,,55.13062.010,DISTRAL,,2016-04-27,
26784,71000798744,91000032695,KNOB,HERS,ST,,,261017,,TE-639,DISTRAL,,2016-04-27,
26785,71000798751,91000032696,KNOB,HERS,ST,,,261017,,JB-080823,DISTRAL,,2016-04-27,
26786,71000798769,91000032697,"THERMOMETER, INDICATING, RESISTANCE",HERS,ST,,,411122,,TE-637,DISTRAL,,2016-04-27,
26787,71000798900,91000032698,VALVE,HERS,ST,,,401416,,41445,MATACHAN,,2016-04-27,
26788,71000798959,91000032699,"LIGHT, INDICATOR",HERS,ST,,,39121534,,41077,MATACHAN,,2016-04-27,
26789,71000798991,91000032700,"THERMOMETER, INDICATING, RESISTANCE",HERS,ST,,,411122,,41915,MATACHAN,,2016-04-27,
26790,71000799155,91000032701,SWITCH,HERS,ST,,,26121603,,41789-1,MATACHAN,,2016-04-27,
26791,71000799197,91000032704,VALVE,HERS,ST,,,401416,,41613,MATACHAN,,2016-04-27,
26792,71000799353,91000032707,"LIGHT, INDICATOR",HERS,ST,,,39121534,,02,MATACHAN,,2016-04-27,
26793,71000799361,91000032708,CIRCUIT CARD ASSEMBLY,HERS,ST,,,321015,,5060,MATACHAN,,2016-04-27,
26794,71000799387,91000032709,CIRCUIT CARD ASSEMBLY,HERS,ST,,,321015,,5239,MATACHAN,,2016-04-27,
26795,71000799445,91000032713,NOZZLE,HERS,ST,,,231531,,1115,MATACHAN,,2016-04-27,2022-11-01
26796,71000799452,91000032714,"PIN, STRAIGHT, HEADLESS",HERS,ST,,,31163214,,1081,MATACHAN,,2016-04-27,
26797,71000799460,91000032715,RELAY,HERS,ST,,,391223,,5000,HONEYWEL,,2016-04-27,2022-11-01
26798,71000799460,91000032716,RELAY,HERS,ST,,,391223,,8506,MATACHAN,,2016-04-27,2022-11-01
26799,71000799478,91000032717,"WASHER HALF, THRUST",HERS,ST,,,311618,,7004,MATACHAN,,2016-04-27,
26800,71000799841,91000032722,CIRCUIT CARD ASSEMBLY,HERS,ST,,,321015,,87-PC,BRAUN,,2016-04-27,
26801,71000799858,91000032723,"SWITCH, PRESSURE",HERS,ST,,,411124,,87-HQ,BRAUN,,2016-04-27,
26802,71000799866,91000032724,"SWITCH, PRESSURE",HERS,ST,,,411124,,87-HP,BRAUN,,2016-04-27,
26803,71000799874,91000032725,"SWITCH, PRESSURE",HERS,ST,,,411124,,87-HM,BRAUN,,2016-04-27,
26804,71000799882,91000032726,"SWITCH, PRESSURE",HERS,ST,,,411124,,87-175,BRAUN,,2016-04-27,
26805,71000799890,91000032727,SWITCH,HERS,ST,,,26121603,,87-176,BRAUN,,2016-04-27,
26806,71000799916,91000032729,VALVE,HERS,ST,,,401416,,2647,BRAUN,,2016-04-27,
26807,71000799957,91000032732,"MANIFOLD, AIR LINE",HERS,ST,,,261017,,787-BF,BRAUN,,2016-04-27,
26808,71000799965,91000032733,"MANIFOLD, AIR LINE",HERS,ST,,,261017,,387-BN,BRAUN,,2016-04-27,
26809,71000800136,91000032737,"BALLAST, LAMP",HERS,ST,,,391019,,04181,OXEQUIP,,2016-04-27,
26810,71000800193,91000032739,"INDICATOR, LIQUID QUANTITY",HERS,ST,,,411165,,33050,OXEQUIP,,2016-04-27,
26811,71000800201,91000032740,NUT,HERS,ST,,,311617,,10246,OXEQUIP,,2016-04-27,
26812,71000800748,91000032749,"SEAL ASSEMBLY, SHAFT, WELDED BELLOW",HERS,ST,,,31411701,,706000-01,J-CRANE,,2016-04-27,2022-11-04
26813,71000800763,91000032750,"CONNECTING ROD, PISTON",HERS,ST,,,26101711,,214-0019-000,MILROY-U,,2016-04-27,
26814,71000800771,91000032751,"SLEEVE, TRUNNION",HERS,ST,,,261017,,237-0020-052,MILROY-U,,2016-04-27,
26815,71000800789,91000032752,"GEAR SET, WORM AND WHEEL MATCHED",HERS,SET,,,311717,,252-0023-100,MILROY-U,,2016-04-27,2022-11-04
26816,71000800797,91000032754,"CRANKSHAFT, PUMP",HERS,ST,,,40151732,,216-0003-062,MILROY-U,,2016-04-27,
26817,71000800805,91000032755,"HOUSING, BEARING UNIT",HERS,ST,,,31171519,,281-0167-001,MILROY-U,,2016-04-27,2022-10-03
26818,71000800821,91000032756,"SPIDER, DIFFERENTIAL",HERS,ST,,,221017,,210-0004-000,MILROY-U,,2016-04-27,
26819,71000800821,91000032757,"SPIDER, DIFFERENTIAL",HERS,ST,,,221017,,DWG.D.102.1836.000 POS.210A,MILROY-U,,2016-04-27,
